ID,Cusip,Ticker from BQNT,Name,Pricing Date,Maturity Date,First call date,Redeemable,First Put  Date,Issue Size ($mm),Conversion Premium,Coupon,Conversion Price (at issue),Conversion Ratio (at issue),Conversion Price (adjusted),Conversion Ratio (adjusted),Split,Multiplier,Upper Strike (adjusted),Derivative,Type,Upper Strike,Effective Premium,Derivative Cost,Cost in Bond Points,VWAP Period,Net Proceeds,Date of Transaction,Maturity/Put,Term,Unadjusted Share price at issue,Adjusted Stock price at issue,Adjusted Stock price at maturity,CAGR (Adj),CAGR (unadj),Stock Price,Conversion Price
777,00971TAM3 Corp,AKAM,AKAM 1 1/8 02/15/29,8/15/2023,2/15/2029,-,No,-,1265,0.225,0.01125,126.3104711,7.917,126.3105,7.917,No,,180.44,Yes,Tax Integrated,180.44,0.749965763,146.36,0.115699605,80,1118.64,-,-,-,103.11,103.11,40.96819268,-0.154492512,-0.154492512,40.96819268,126.3104711
778,88162GAA1 Corp,TTEK,TTEK 2 1/4 08/15/28,8/17/2023,8/15/2028,8/20/2026,Soft Call,-,575,0.25,0.0225,196.6374969,5.0855,39.3167,25.4345,Yes,0.199944959,51.89771343,Yes,Capped Call,259.56,0.649990475,51.8,0.090086957,,523.2,-,-,-,157.31,31.462,0.664676253,-0.538053063,-0.665310112,0.664676253,39.31667617
779,753422AG9 Corp,RPD,RPD 1 1/4 03/15/29,9/5/2023,3/15/2029,9/21/2026,Soft Call,-,300,0.325,0.0125,64.8453762,15.4213,64.8454,15.4213,No,,97.88,Yes,Capped Call,97.88,1.000003818,31.7,0.105666667,,268.3,-,-,-,48.94,48.94,7.094064943,-0.294880168,-0.294880168,7.094064943,64.8453762
780,126349AG4 Corp,CSGS,CSGS 3 7/8 09/15/28,9/6/2023,9/15/2028,9/21/2026,Soft Call,-,425,0.325,0.03875,71.04644306,14.0753,71.0464,14.0753,No,,96.52,Yes,Capped Call,96.52,0.799985925,30.3,0.071294118,,394.7,-,-,-,53.62,53.62,99.08491654,0.129980096,0.129980096,99.08491654,71.04644306
781,122017AC0 Corp,BURL,BURL 1 1/4 12/15/27,9/7/2023,12/15/2027,12/20/2025,Soft Call,-,300,0.325,0.0125,205.9308072,4.856,205.9308,4.856,No,,,No,,,,,,,300,-,-,-,155.42,155.42,414.5741647,0.258161026,0.258161026,414.5741647,205.9308072
782,22003BAQ9 Corp,CDP,CDP 5 1/4 09/15/28,9/7/2023,9/15/2028,9/21/2026,Soft Call,-,345,0.225,0.0525,29.96353531,33.3739,29.9507,33.3882,No,,,No,,,,,,,345,-,-,-,24.46,24.46,34.31504516,0.06973329,0.06973329,34.31504516,29.95070115
783,928298AQ1 Corp,VSH,VSH 2 1/4 09/15/30,9/7/2023,9/15/2030,9/20/2027,Soft Call,-,750,0.2,0.0225,30.15599697,33.1609,30.156,33.1609,No,,43.98,Yes,Capped Call,43.98,0.750099658,94.2,0.1256,,655.8,-,-,-,25.13,25.13,4.10652932,-0.227377349,-0.227377349,4.10652932,30.15599697
784,007973AD2 Corp,AEIS,AEIS 2 1/2 09/15/28,9/7/2023,9/15/2028,9/20/2026,Soft Call,-,575,0.3,0.025,137.4627132,7.2747,137.4627,7.2747,No,,179.758,Yes,Tax Integrated,179.758,0.699991179,115,0.2,120,460,-,-,-,105.74,105.74,145.0266681,0.064928106,0.064928106,145.0266681,137.4627132
785,81180WBK6 Corp,STX,STX 3 1/2 06/01/28,9/7/2023,6/1/2028,9/8/2026,Soft Call,-,1500,0.3,0.035,82.47218323,12.1253,82.4722,12.1253,No,,107.848,Yes,Capped Call,107.848,0.699996161,94.5,0.063,,1405.5,-,-,-,63.44,63.44,184.3129504,0.252730375,0.252730375,184.3129504,82.4361532
786,03209RAA1 Corp,AMPH,AMPH 2 03/15/29,9/12/2023,3/15/2029,9/21/2026,Soft Call,-,345,0.35,0.02,62.96396572,15.8821,62.964,15.8821,No,,,No,,,,,,,345,-,-,-,46.64,46.64,7.292604789,-0.285999059,-0.285999059,7.292604789,62.96396572
787,62914VAG1 Corp,NIO,NIO 3 7/8 10/15/29,9/19/2023,10/15/2029,10/22/2027,Soft Call,10/15/2027,575,0.3,0.03875,11.11500136,89.9685,11.115,89.9685,No,,,No,,,,,,,575,-,-,-,8.55,8.55,1.527011742,-0.344932397,-0.344932397,1.527011742,11.11500136
788,62914VAH9 Corp,NIO,NIO 4 5/8 10/15/30,9/19/2023,10/15/2030,10/22/2028,Soft Call,10/15/2028,575,0.3,0.04625,11.11500136,89.9685,11.115,89.9685,No,,,No,,,,,,,575,-,-,-,8.55,8.55,1.000295922,-0.344932397,-0.344932397,1.000295922,11.11500136
789,29446YAA4 Corp,EQX,EQXCN 4 3/4 10/15/28,9/19/2023,10/15/2028,10/20/2026,Soft Call,-,172.5,0.2,0.0475,6.299998362,158.7302,6.3,158.7302,No,,,No,,,,,,,172.5,-,-,-,4.23,4.23,10.61223731,0.198824844,0.198824844,10.61223731,6.299998362
790,76954AAC7 Corp,RIVN,RIVN 3 5/8 10/15/30,10/5/2023,10/15/2030,10/20/2027,Soft Call,-,1725,0.275,0.03625,23.2942766,42.929,23.2943,42.929,No,,31.06,Yes,Capped Call,31.06,0.700052794,107.8,0.062492754,,1617.2,-,-,-,18.27,18.27,2.088345444,-0.265537627,-0.265537627,2.088345444,23.2942766
791,69553PAC4 Corp,PD,PD 1 1/2 10/15/28,10/10/2023,10/15/2028,10/20/2026,Soft Call,-,402.5,0.275,0.015,27.34878175,36.5647,27.3488,36.5647,No,,42.9,Yes,Capped Call,42.9,0.999997678,,0,,402.5,-,-,-,21.45,21.45,10.77767952,-0.12826358,-0.12826358,10.77767952,27.34878175
792,194014AA4 Corp,ENOV,ENOV 3 7/8 10/15/28,10/19/2023,10/15/2028,-,No,-,460,0.3,0.03875,58.3178791,17.1474,58.3179,17.1474,No,,89.72,Yes,Capped Call,89.72,1.000004146,62,0.134782609,,398,-,-,-,44.86,44.86,26.04022226,-0.103290305,-0.103290305,26.04022226,58.3178791
793,816850AG6 Corp,SMTC,SMTC 4 11/01/28,10/19/2023,11/1/2028,11/5/2026,Soft Call,-,250,0.275,0.04,20.374483,49.081,20.3745,49.081,No,,,No,,,,,,,250,-,-,-,15.98,15.98,74.5213809,0.3578604,0.3578604,74.5213809,20.374483
794,958102AS4 Corp,WDC,WDC 3 11/15/28,10/31/2023,11/15/2028,11/15/2026,Soft Call,-,1600,0.3,0.03,52.19506339,19.1589,52.1951,19.1589,No,,70.2625,Yes,Capped Call,70.2625,0.749997875,155,0.096875,,1445,-,-,-,40.15,30.3383,84.67967622,0.225803197,0.159532794,84.67967622,37.88782929
795,85205TAP5 Corp,SPR,SPR 3 1/4 11/01/28,11/8/2023,11/1/2028,11/6/2026,Soft Call,-,230,0.325,0.0325,29.15001472,34.3053,29.15,34.3053,No,,,No,,,,,,,230,-,-,-,23.06,23.06,68.1014976,0.242872809,0.242872809,68.1014976,29.15001472
796,90353TAL4 Corp,UBER,UBER 0 7/8 12/01/28,11/20/2023,12/1/2028,12/5/2026,Soft Call,-,1725,0.325,0.00875,72.54367129,13.7848,72.5437,13.7848,No,,95.81,Yes,Capped Call,95.81,0.749956237,140.6,0.081507246,,1584.4,-,-,-,54.75,54.75,150.5914813,0.222783174,0.222783174,150.5914813,72.54367129
797,69331CAK4 Corp,PCG,PCG 4 1/4 12/01/27,11/29/2023,12/1/2027,-,No,-,2150,0.35,0.0425,23.17948341,43.1416,23.1795,43.1416,No,,,No,,,,,,,2150,-,-,-,17.17,17.17,14.65959828,-0.038693792,-0.038693792,14.65959828,23.16219559
798,03823UAC6 Corp,AAOI,AAOI 5 1/4 12/15/26,11/30/2023,12/15/2026,12/15/2024,Soft Call,-,80.214,0.15,0.0525,15.23749154,65.6276,15.2375,65.6276,No,,,No,,,,,,,80.214,-,-,-,13.25,13.25,30.28981417,0.312362883,0.312362883,30.28981417,15.23749154
799,948596AH4 Corp,WB,WB 1 3/8 12/01/30,11/30/2023,12/1/2030,-,No,12/6/2027,330,0.35,0.01375,13.7565012,72.6929,12.4947,80.0338,Yes,0.908277534,,No,,,,,,,330,-,-,-,10.11,10.11,9.624048196,-0.012189017,-0.012189017,9.624048196,12.49472098
800,30034WAC0 Corp,EVRG,EVRG 4 1/2 12/15/27,12/4/2023,12/15/2027,-,No,-,1400,0.225,0.045,61.80125809,16.1809,61.7768,16.1873,No,,,No,,,,,,,1400,-,-,-,50.45,50.45,114.5802979,0.225707986,0.225707986,114.5802979,61.77682504
801,589889AA2 Corp,MMSI,MMSI 3 02/01/29,12/5/2023,2/1/2029,2/8/2027,Soft Call,-,747.5,0.325,0.03,86.82741315,11.5171,86.8274,11.5171,No,,114.68,Yes,Capped Call,114.68,0.750034862,66.5,0.088963211,,681,-,-,-,65.53,65.53,208.3996556,0.251581972,0.251581972,208.3996556,86.82741315
802,55826TAA0 Corp,SPHR,SPHR 3 1/2 12/01/28,12/5/2023,12/1/2028,12/6/2026,Soft Call,-,258.75,0.25,0.035,35.51249862,28.1591,35.5125,28.1591,No,,42.62,Yes,Capped Call,42.62,0.500176053,14.3,0.0552657,,244.45,-,-,-,28.41,28.41,86.44002537,0.249867524,0.249867524,86.44002537,35.51249862
803,30050BAG6 Corp,EVH,EVH 3 1/2 12/01/29,12/6/2023,12/1/2029,12/6/2026,Soft Call,-,402.5,0.425,0.035,38.00475059,26.3125,38.0048,26.3125,No,,,No,,,,,,,402.5,-,-,-,28.31,28.31,0.137718668,-0.589215155,-0.589215155,0.137718668,38.00475059
804,759916AC3 Corp,RGEN,RGEN 1 12/15/28,12/7/2023,12/15/2028,12/18/2026,Soft Call,-,600,0.3,0.01,203.0580543,4.9247,203.0581,4.9247,No,,,No,,,,,,,600,-,-,-,161.87,161.87,169.0454544,0.008673837,0.008673837,169.0454544,203.0580543
805,68375NAE3 Corp,OPK,OPK 3 3/4 01/15/29,1/4/2024,1/15/2029,-,No,-,230,0.2683,0.0375,1.150000023,869.5652,1.15,869.5652,No,,,No,,,,,,,230,-,-,-,0.9067,0.9067,3.524979769,0.309852051,0.309852051,3.524979769,1.150000023
806,313747BD8 Corp,FRT,FRT 3 1/4 01/15/29,1/8/2024,1/15/2029,1/20/2027,Soft Call,-,485,0.2,0.0325,122.7958151,8.1436,122.7958,8.1436,No,,143.26,Yes,Capped Call,143.26,0.399982563,17,0.035051546,,468,-,-,-,102.33,102.33,116.5558985,0.026271948,0.026271948,116.5558985,122.7958151
807,974637AE0 Corp,WGO,WGO 3 1/4 01/15/30,1/18/2024,1/15/2030,1/15/2028,Soft Call,-,350,0.3,0.0325,87.9321867,11.3724,87.9322,11.3724,No,,135.28,Yes,Tax Integrated,135.28,0.999995754,37.4,0.106857143,100,312.6,-,-,-,67.64,67.64,3.594478059,-0.387259495,-0.387259495,3.594478059,87.9321867
808,09228FAL7 Corp,BB,BBCN 3 02/15/29,1/24/2024,2/15/2029,2/22/2027,Soft Call,-,200,0.325,0.03,3.88224981,257.5826,3.8822,257.5826,No,,,No,,,,,,,200,-,-,-,2.93,2.93,9.687834808,0.266700547,0.266700547,9.687834808,3.88224981
809,45258DAA3 Corp,IMCR,IMCR 2 1/2 02/01/30,1/30/2024,2/1/2030,2/5/2027,Soft Call,-,402.5,0.4,0.025,94.69607295,10.5601,94.6961,10.5601,No,,,No,,,,,,,402.5,-,-,-,67.64,67.64,0.672704232,-0.536099835,-0.536099835,0.672704232,94.69607295
810,773122AA4 Corp,RKLB,RKLB 4 1/4 02/01/29,2/1/2024,2/1/2029,2/1/2027,Soft Call,,355,0.275,0.0425,5.125500441,195.1029,5.1255,195.1029,No,,8.04,Yes,Capped Call,8.04,1,43.2,0.121690141,,311.8,-,-,-,4.02,4.02,41.84740243,0.597675187,0.597675187,41.84740243,5.125500441
811,37940XAT9 Corp,GPN,GPN 1 1/2 03/01/31,2/20/2024,3/1/2031,3/6/2028,Soft Call,,2000,0.2,0.015,156.9612306,6.371,156.9612,6.371,No,,228.9,Yes,Capped Call,228.9,0.75,254,0.127,,1746,-,-,-,130.8,130.8,29.7525233,-0.189915843,-0.189915843,29.7525233,156.9612306
812,70202LAC6 Corp,PSN,PSN 2 5/8 03/01/29,2/21/2024,3/1/2029,3/8/2027,Soft Call,,800,0.25,0.02625,94.11233248,10.6256,94.1123,10.6256,No,,131.7575,Yes,Capped Call,131.7575,0.75,88.4,0.1105,,711.6,-,-,-,75.29,75.29,21.40359516,-0.221329937,-0.221329937,21.40359516,94.11233248
813,86800UAA2 Corp,SMCI,SMCI 3 1/2 03/01/29,2/22/2024,3/1/2029,3/1/2027,Soft Call,,1725,0.375,0,1341.381592,0.7455,134.1382,7.455,Yes,0.062206907,121.3681642,Yes,Capped Call,1951.04,1,142.1,0.082376812,,1582.9,-,-,-,975.52,97.552,0.000184062,-0.927415907,-0.954097485,0.000184062,83.44320021
814,86771WAC9 Corp,RUN,RUN 4 03/01/30,2/22/2024,3/1/2030,3/5/2027,Soft Call,,483.187,0.275,0.04,16.29450028,61.3704,16.2945,61.3704,No,,22.365,Yes,Capped Call,22.365,0.75,37.7,0.078023622,,445.487,-,-,-,12.78,12.78,0.456454247,-0.424809307,-0.424809307,0.456454247,16.29450028
815,55087PAC8 Corp,LYFT,LYFT 0 5/8 03/01/29,2/22/2024,3/1/2029,3/5/2027,Soft Call,,460,0.325,0.00625,21.08076886,47.4366,21.0808,47.4366,No,,31.82,Yes,Capped Call,31.82,1,47.9,0.104130435,,412.1,-,-,-,15.91,15.91,6.707516163,-0.157923492,-0.157923492,6.707516163,21.08076886
816,338307AE1 Corp,FIVN,FIVN 1 03/15/29,2/27/2024,3/15/2029,3/22/2027,Soft Call,,747.5,0.3,0.01,79.41676329,12.5918,79.4168,12.5918,No,,122.18,Yes,Capped Call,122.18,1,93.4,0.124949833,,654.1,-,-,-,61.09,61.09,4.476269364,-0.404012915,-0.404012915,4.476269364,79.41676329
817,65339KCX6 Corp,NEE,NEE 3 03/01/27,2/27/2024,3/1/2027,-,No,,1000,0.225,0.03,68.06100989,14.6927,68.061,14.6927,No,,83.34,Yes,Capped Call,83.34,0.5,52,0.052,,948,-,-,-,55.56,55.56,101.0448,0.219731986,0.219731986,101.0448,68.06100989
818,743312AC4 Corp,PRGS,PRGS 3 1/2 03/01/30,2/27/2024,3/1/2030,3/5/2027,Soft Call,,450,0.275,0.035,67.74058067,14.7622,67.7406,14.7622,No,,92.98,Yes,Capped Call,92.98,0.750047054,37.5,0.083333333,,412.5,-,-,-,53.13,53.13,62.76271229,0.028106304,0.028106304,62.76271229,67.74058067
819,553368AC5 Corp,MP,MPUS 3 03/01/30,3/4/2024,3/1/2030,3/5/2027,Soft Call,,747.5,0.4,0.03,21.74201361,45.9939,21.742,45.9939,No,,31.06,Yes,Capped Call,31.06,1,65.3,0.08735786,,682.2,-,-,-,15.53,15.53,59.7445632,0.252151247,0.252151247,59.7445632,21.74201361
820,450056AA4 Corp,IRTC,IRTC 1 1/2 09/01/29,3/4/2024,9/1/2029,9/5/2027,Soft Call,,661.25,0.35,0.015,147.2168652,6.7927,147.2169,6.7927,No,,218.1,Yes,Capped Call,218.1,1,72.4,0.109489603,,588.85,-,-,-,109.05,109.05,115.34291,0.010268391,0.010268391,115.34291,147.2168652
821,594972AH4 Corp,MSTR,MSTR 0 5/8 03/15/30,3/5/2024,3/15/2030,3/22/2027,Soft Call,9/15/2028,800,0.425,0.00625,1497.678589,0.6677,149.7679,6.677,Yes,,,No,,,,,,,,-,-,-,1051.01,105.101,0.189208429,-0.649519674,-0.760797879,0.189208429,149.7678598
822,83406FAC6 Corp,SOFI,SOFI 1 1/4 03/15/29,3/5/2024,3/15/2029,3/15/2027,Soft Call,,862.5,0.3,0.0125,9.451000814,105.8089,9.451,105.8089,No,,14.54,Yes,Capped Call,14.54,1,80.42,0.09324058,,782.08,-,-,-,7.27,7.27,30.21849187,0.327590042,0.327590042,30.21849187,9.451000814
823,53802LAA0 Corp,LIVN,LIVN 2 1/2 03/15/29,3/5/2024,3/15/2029,3/22/2027,Soft Call,,345,0.325,0.025,69.40347711,14.4085,69.4035,14.4085,No,,94.284,Yes,Capped Call,94.284,0.8,31.6,0.091594203,,313.4,-,-,-,52.38,52.38,16.29160976,-0.207279399,-0.207279399,16.29160976,69.40347711
824,875372AC8 Corp,TNDM,TNDM 1 1/2 03/15/29,3/5/2024,3/15/2029,3/22/2027,Soft Call,,316.25,0.275,0.015,34.55890739,28.9361,34.5589,28.9361,No,,42.0128,Yes,Capped Call,42.0128,0.550001845,15.8,0.049960474,,300.45,-,-,-,27.105,27.105,9.68910913,-0.18503201,-0.18503201,9.68910913,34.55890739
825,500688AG1 Corp,KOS,KOS 3 1/8 03/15/30,3/5/2024,3/15/2030,3/22/2027,Soft Call,,400,0.3,0.03125,7.020002092,142.4501,7.02,142.4501,No,,10.8,Yes,Capped Call,10.8,1,49.8,0.1245,,350.2,-,-,-,5.4,5.4,0.100733837,-0.4834349,-0.4834349,0.100733837,7.020002092
827,98421MAD8 Corp,XRX,XRX 3 3/4 03/15/30,3/6/2024,3/15/2030,9/20/2027,Soft Call,,400,0.25,0.0375,20.83750083,47.9904,20.8375,47.9904,No,,28.34,Yes,Capped Call,28.34,0.700059988,23,0.0575,,377,-,-,-,16.67,16.67,0.059622894,-0.607410964,-0.607410964,0.059622894,20.83750083
828,72919PAF0 Corp,PLUG,PLUG 7 06/01/26,3/12/2024,6/1/2026,3/20/2024,Soft Call,,140.4,0.2,0.07,4.247999935,235.4049,4.248,235.4049,No,,,No,,,,,,,,-,-,-,3.54,3.54,0.582938773,-0.556352893,-0.556352893,0.582938773,4.247999935
829,19260QAE7 Corp,COIN,COIN 0 1/4 04/01/30,3/13/2024,4/1/2030,4/1/2027,Soft Call,,1265,0.325,0.0025,333.5445782,2.9981,333.5446,2.9981,No,,503.46,Yes,Capped Call,503.46,1,104.1,0.08229249,,1160.9,-,-,-,251.73,251.73,95.51074657,-0.148013711,-0.148013711,95.51074657,333.5445782
830,594972AK7 Corp,MSTR,MSTR 0 7/8 03/15/31,3/14/2024,3/15/2031,3/22/2028,Soft Call,9/15/2028,603.75,0.4,0.00875,2327.205078,0.4297,232.7205,4.297,Yes,,,No,,,,,,,,-,-,-,1676.85,167.685,0.002046435,-0.801230201,-0.856929557,0.002046435,232.7205027
831,76169XAD6 Corp,REXR,REXR 4 3/8 03/15/27,3/26/2024,3/15/2027,-,No,,575,0.3,0.04375,63.63509093,15.7146,63.6351,15.7146,No,,,No,,,,,,,,-,-,-,48.95,48.95,28.50458655,-0.166481603,-0.166481603,28.50458655,63.63509093
832,14161WAC9 Corp,CDLX,CDLX 4 1/4 04/01/29,3/26/2024,4/1/2029,-,No,,172.5,0.325,0.0425,18.01999859,55.4939,18.02,55.4939,No,,,No,,,,,,,,-,-,-,13.6,13.6,0.001944063,-0.828933726,-0.828933726,0.001944063,18.01999859
833,76169XAE4 Corp,REXR,REXR 4 1/8 03/15/29,3/26/2024,3/15/2029,5/20/2027,Soft Call,,575,0.3,0.04125,63.63509093,15.7146,63.6351,15.7146,No,,,No,,,,,,,,-,-,-,48.95,48.95,19.80362563,-0.166481764,-0.166481764,19.80362563,63.63509093
834,30063PAE5 Corp,EXAS,EXAS 1 3/4 04/15/31,4/11/2024,4/15/2031,4/17/2029,Soft Call,,620.7,0.35,0.0175,99.36012082,10.0644,99.3601,10.0644,No,,,No,,,,,,,,-,-,-,72.95,72.95,2.292452342,-0.389528749,-0.389528749,2.292452342,99.36012082
835,92538JAA4 Corp,VERX,VERX 0 3/4 05/01/29,4/23/2024,5/1/2029,5/5/2027,Soft Call,,345,0.3,0.0075,36.32203113,27.5315,36.322,27.5315,No,,55.88,Yes,Capped Call,55.88,1,42.4,0.122898551,,302.6,-,-,-,27.94,27.94,65.3303536,0.184271482,0.184271482,65.3303536,36.32203113
836,842587DY0 Corp,SO,SO 4 1/2 06/15/27,5/6/2024,6/15/2027,-,No,,1500,0.225,0.045,92.45049276,10.8166,92.4505,10.8166,No,,,No,,,,,,,,-,-,-,75.47,75.47,136.2903309,0.209432005,0.209432005,136.2903309,92.45049276
837,59001ABE1 Corp,MTH,MTH 1 3/4 05/15/28,5/6/2024,5/15/2028,-,No,,575,0.325,0.0175,232.2988281,4.3048,232.2988,4.3048,No,,350.64,Yes,Capped Call,350.64,1,61.8,0.107478261,,513.2,-,-,-,175.32,87.66,2.287084373,-0.595816053,-0.659757156,2.287084373,116.1494146
838,695127AG5 Corp,PCRX,PCRX 2 1/8 05/15/29,5/9/2024,5/15/2029,5/17/2027,Soft Call,,287.5,0.325,0.02125,39.56447427,25.2752,39.5645,25.2752,No,,53.75,Yes,Capped Call,53.75,0.8,26.7,0.092869565,,260.8,-,-,-,29.86,29.86,7.831817886,-0.234155227,-0.234155227,7.831817886,39.56447427
839,83304AAJ5 Corp,SNAP,SNAP 0 1/2 05/01/30,5/9/2024,5/1/2030,5/5/2027,Soft Call,,750,0.325,0.005,22.18052284,45.0846,22.1805,45.0846,No,,33.48,Yes,Capped Call,33.48,1,68.9,0.091866667,,681.1,-,-,-,16.55,16.55,0.450548793,-0.452747657,-0.452747657,0.450548793,22.18052284
840,55306NAA2 Corp,MKSI,MKSI 1 1/4 06/01/30,5/13/2024,6/1/2030,6/5/2027,Soft Call,,1400,0.3,0.0125,154.3233692,6.4799,154.3234,6.4799,No,,237.42,Yes,Capped Call,237.42,1.1871,167,0.119285714,,1233,-,-,-,118.71,118.71,17.01699681,-0.274627214,-0.274627214,17.01699681,154.3233692
841,84762LAY1 Corp,SPB,SPB 3 3/8 06/01/29,5/20/2024,6/1/2029,6/7/2027,Soft Call,,350,0.3,0.03375,121.8620522,8.206,121.8621,8.206,No,,159.36,Yes,Capped Call,159.36,0.7,25.2,0.072,,324.8,-,-,-,93.74,93.74,27.36917085,-0.217080975,-0.217080975,27.36917085,121.8620522
842,47215PAH9 Corp,JD,JD 0 1/4 06/01/29,5/21/2024,6/1/2029,6/8/2027,Soft Call,6/1/2027,2000,0.35,0.0025,45.69757346,21.883,45.6976,21.883,No,,,No,,,,,,,,-,-,-,33.29,33.29,63.14977777,0.235479888,0.235479888,63.14977777,45.69757346
843,70932AAG8 Corp,PMT,PMT 8 1/2 06/01/29,5/21/2024,6/1/2029,-,No,,216.5,0.15,0.085,15.78950693,63.3332,15.7895,63.3332,No,,,No,,,,,,,,-,-,-,13.73,13.73,20.8809685,0.086963164,0.086963164,20.8809685,15.78950693
844,70614WAC4 Corp,PTON,PTON 5 1/2 12/01/29,5/21/2024,12/1/2029,6/7/2027,Soft Call,,350,0.4,0.055,4.577999963,218.436,4.578,218.436,No,,,No,,,,,,,,-,-,-,3.27,3.27,17.90217899,0.360104656,0.360104656,17.90217899,4.577999963
845,92939UAQ9 Corp,WEC,WEC 4 3/8 06/01/29,5/22/2024,6/1/2029,6/1/2027,Soft Call,,862.5,0.2,0.04375,98.7722608,10.1243,98.7723,10.1243,No,,,No,,,,,,,,-,-,-,82.31,82.31,231.5495871,0.228545725,0.228545725,231.5495871,98.7722608
846,92939UAN6 Corp,WEC,WEC 4 3/8 06/01/27,5/22/2024,6/1/2027,-,No,,862.5,0.2,0.04375,98.7722608,10.1243,98.7723,10.1243,No,,,No,,,,,,,,-,-,-,82.31,82.31,160.7983244,0.247790833,0.247790833,160.7983244,98.7722608
847,09239BAE9 Corp,BL,BL 1 06/01/29,5/22/2024,6/1/2029,6/5/2027,Soft Call,,600,0.3,0.01,68.47110862,14.6047,68.4711,14.6047,No,,92.17,Yes,Capped Call,92.17,0.75,59.7,0.0995,,540.3,-,-,-,52.02,52.02,30.03997692,-0.10351478,-0.10351478,30.03997692,68.47110862
848,405024AC4 Corp,HAE,HAE 2 1/2 06/01/29,5/23/2024,6/1/2029,6/5/2027,Soft Call,,700,0.3,0.025,117.1165896,8.5385,117.1166,8.5385,No,,180.18,Yes,Capped Call,180.18,1,88.2,0.126,,611.8,-,-,-,88.64,88.64,11.33332692,-0.336048983,-0.336048983,11.33332692,117.1165896
849,093712AL1 Corp,BE,BE 3 06/01/29,5/24/2024,6/1/2029,6/7/2027,Soft Call,,402.5,0.325,0.03,20.8422347,47.9795,20.8422,47.9795,No,,,No,,,,,,,,-,-,-,16.29,16.29,52.13066905,0.260790864,0.260790864,52.13066905,20.8422347
850,595017BF0 Corp,MCHP,MCHP 0 3/4 06/01/30,5/29/2024,6/1/2030,6/5/2027,Soft Call,6/1/2027,1250,0.275,0.0075,121.838295,8.2076,121.8294,8.2082,No,,167.23,Yes,Capped Call,167.23,0.75,105,0.084,,1145,-,-,-,95.56,95.56,13.90280551,-0.473427808,-0.473427808,13.90280551,121.8293901
851,011642AC9 Corp,ALRM,ALRM 2 1/4 06/01/29,5/29/2024,6/1/2029,6/7/2027,Soft Call,,500,0.3,0.0225,87.282122,11.4571,87.2821,11.4571,No,,134.28,Yes,Capped Call,134.28,1,63.1,0.1262,,436.9,-,-,-,66.36,66.36,25.72757187,-0.172458411,-0.172458411,25.72757187,87.282122
852,89677QAA5 Corp,TCOM,TCOM 0 3/4 06/15/29,6/4/2024,6/15/2029,-,No,6/15/2027,1500,0.325,0.0075,66.46196382,15.0462,66.462,15.0462,No,,,No,,,,,,,,-,-,-,50.16,50.16,82.64537511,0.179120462,0.179120462,82.64537511,66.1406282
853,723484AJ0 Corp,PNW,PNW 4 3/4 06/15/27,6/4/2024,6/15/2027,-,No,,525,0.2,0.0475,92.30371857,10.8338,92.2875,10.8357,No,,,No,,,,,,,,-,-,-,78,78,140.4644974,0.214223752,0.214223752,140.4644974,92.28753103
854,349915AD0 Corp,FSM,FVICN 3 3/4 06/30/29,6/5/2024,6/30/2029,6/30/2027,Soft Call,,172.5,0.3,0.0375,6.591001964,151.722,6.591,151.722,No,,,No,,,,,,,,-,-,-,5.07,5.07,1.691980482,-0.194652591,-0.194652591,1.691980482,6.591001964
855,387328AE7 Corp,GVA,GVA 3 1/4 06/15/30,6/6/2024,6/15/2030,6/21/2027,Soft Call,,373.75,0.3,0.0325,77.88283307,12.8398,77.8828,12.8398,No,,119.82,Yes,Capped Call,119.82,1,46,0.123076923,,327.75,-,-,-,59.91,59.91,216.5986228,0.237770311,0.237770311,216.5986228,77.88283307
856,902681AA3 Corp,UGI,UGI 5 06/01/28,6/6/2024,6/1/2028,-,No,,700,0.2,0.05,27.59998786,36.2319,27.6,36.2319,No,,,No,,,,,,,,-,-,-,23,23,61.78128139,0.281315485,0.281315485,61.78128139,27.59998786
857,594972AM3 Corp,MSTR,MSTR 2 1/4 06/15/32,6/14/2024,6/15/2032,6/20/2029,Soft Call,6/15/2029,800,0.35,0.0225,2043.318359,0.4894,204.3318,4.894,Yes,,,No,,,,,,,,-,-,-,1495.54,149.554,0.005819375,-0.868627224,-0.917088184,0.005819375,204.3318349
858,465741AP1 Corp,ITRI,ITRI 1 3/8 07/15/30,6/17/2024,7/15/2030,7/20/2028,Soft Call,,805,0.275,0.01375,131.235318,7.6199,131.2353,7.6199,No,,205.86,Yes,Capped Call,205.86,1,109,0.135403727,,696,-,-,-,102.93,102.93,167.1612484,0.083053163,0.083053163,167.1612484,131.235318
859,00164VAH6 Corp,AMCX,AMCX 4 1/4 02/15/29,6/17/2024,2/15/2029,8/20/2027,Soft Call,,143.75,0.25,0.0425,12.73750673,78.5083,12.7375,78.5083,No,,,No,,,,,,,,-,-,-,10.19,10.19,1.125234391,-0.376697439,-0.376697439,1.125234391,12.73750673
860,428040DF3 Corp,HTZ,HTZ 8 07/15/29,6/21/2024,7/15/2029,-,No,,250,0.89,0.08,6.915238348,150.9388,6.6252,150.9388,No,,,No,,,,,,,,-,-,-,4.07,4.07,9.254097237,0.176004927,0.176004927,9.254097237,6.625201737
